model_number,star_age,star_mass,log_L,Teff,radius,log_R,log_center_T,log_center_Rho,center_h1,center_he4,center_c12,center_o16,surface_h1,surface_he4,he_core_mass,co_core_mass,fe_core_mass,surf_avg_v_div_v_crit
311,4538375.370409367,49.59967215632375,5.978495781706196,32964.8001203663,29.908880543260597,1.4758001581672922,8.233920284752756,2.215330941498508,1.3856349954322176e-20,0.9999923715969267,6.112664775359783e-06,3.6889873750212086e-09,0.687681225011923,0.3123182243521232,29.1834287629186,0.0,0.0,0.9897285216042242
312,4538386.528708083,49.599302555641486,5.978550389141585,32976.89600991263,29.88882250291684,1.4755088059540116,8.234747523433803,2.21786598721269,2.6411114621059416e-18,0.9999925227618642,5.961650438897483e-06,3.6880789807330536e-09,0.6876812146693554,0.3123182346958131,29.183428762918773,0.0,0.0,0.9895495600194598
313,4538399.9186665425,49.59893261895861,5.978673868153055,32987.913787311365,29.873106913289668,1.4752803931808989,8.23573799165213,2.2209012107116477,7.483028266102244e-20,0.9999917944024355,6.689243540121452e-06,3.694274145973111e-09,0.6876812016841561,0.3123182476824196,29.183428762918638,0.0,0.0,0.9899247687127661
314,4538415.986616693,49.59852905166819,5.978791024029397,33016.92720513427,29.824650868245197,1.4745753684569798,8.236925047722956,2.2245436554514697,0.0,0.9999908726780656,7.609991207825444e-06,3.7029964586361273e-09,0.6876811852716032,0.3123182640967502,29.183428762918684,0.0,0.0,0.989763704628767
315,4538431.095383072,49.59813060170761,5.978847387312187,33034.34561566966,29.795140529342998,1.4741454381237618,8.238041559233935,2.227979921919183,6.183570584157689e-21,0.9999905861126062,7.896246470881589e-06,3.7059800392634273e-09,0.6876811696232054,0.3123182797468442,29.183428762918656,0.0,0.0,0.9899616980852907
316,4538446.137564821,49.597714073024655,5.978906413954794,33055.11611601417,29.759730478227038,1.473628993663196,8.239145197706993,2.2313618791985164,3.0695667708357404e-19,0.9999899038377402,8.577787787110813e-06,3.7130008194244285e-09,0.6876811538165947,0.31231829555516905,29.183428762918673,0.0,0.0,0.989825534300432
317,4538460.942247154,49.59728362326119,5.9789614743608865,33077.57833916496,29.721209890592938,1.4730664847020334,8.240229203792286,2.234686210987262,1.5218158660858464e-21,0.9999888364370655,9.64403518659738e-06,3.724979709737194e-09,0.6876811380392763,0.3123183113341968,29.183428762918556,0.0,0.0,0.9895990873670566
318,4538475.572364481,49.59685824901803,5.979027519288559,33093.71539715661,29.694489618466964,1.472675865131197,8.241298667364198,2.237969135399146,9.066061134975727e-22,0.9999882437444844,1.0236081595578728e-05,3.7320136599302405e-09,0.687681122536676,0.31231832683847655,29.18342876291861,0.0,0.0,0.9897289085997035
319,4538490.032838724,49.596416785097595,5.979081250527213,33114.354228513075,29.659321095893745,1.472161205772553,8.24235591484658,2.241223385783545,2.0834154627422056e-23,0.9999873371554234,1.1141679199694498e-05,3.743297009251301e-09,0.6876811069390062,0.3123183424378378,29.183428762918666,0.0,0.0,0.9895038914652127
320,4538504.338783438,49.59598003881025,5.979149154273007,33126.48908670227,29.63991260877645,1.4718769188220642,8.243394162751107,2.2444049624257763,7.965073616078546e-22,0.9999864276761117,1.2050157724451475e-05,3.755351115220913e-09,0.6876810914392392,0.31231835793928386,29.183428762918716,0.0,0.0,0.9895180861414747
321,4538518.504367853,49.595547577583474,5.979212763359039,33136.04596383229,29.624987420298616,1.4716581746031034,8.244419805081728,2.247549237632584,1.0203458847775692e-23,0.9999850982267526,1.3378137161719516e-05,3.774441685228617e-09,0.687681076063373,0.31231837331681545,29.183428762918716,0.0,0.0,0.9898382489344735
322,4538532.543656764,49.59511897203302,5.979279980897671,33144.081583922445,29.612915863285714,1.4714811727046346,8.245434736963368,2.250664407908152,1.2653285118435324e-24,0.9999842837198034,1.4191736810134276e-05,3.786784056966453e-09,0.6876810607295316,0.31231838865231787,29.18342876291873,0.0,0.0,0.9898759646731247
323,4538546.466450228,49.594672670519905,5.979328899327323,33165.203431848306,29.5768745587258,1.4709522794102379,8.246441364864861,2.2537629914011914,0.0,0.9999831653643625,1.5308842266915796e-05,3.804513086472283e-09,0.6876810451530005,0.3123184042305375,29.183428762918627,0.0,0.0,0.9894980896369204
324,4538560.281320473,49.594249957716066,5.979402225797103,33167.637690200165,29.575029897135657,1.4709251923246331,8.247432679421163,2.2568006824622056,1.7277038673700788e-20,0.9999821039125718,1.6369099424230695e-05,3.822473687126681e-09,0.6876810294460761,0.3123184199391642,29.183428762918652,0.0,0.0,0.9899066818344032
325,4538573.998964412,49.59380923298902,5.979454704227242,33182.79712900736,29.549798869029527,1.4705545291980562,8.248414203348418,2.259808559344595,0.0,0.9999804533309493,1.8017819177125036e-05,3.852079723528626e-09,0.6876810136408156,0.31231843574613727,29.183428762918627,0.0,0.0,0.9895595255346945
326,4538587.629940963,49.59339119911374,5.979527495790464,33185.027861547576,29.54830243885256,1.4705325355517573,8.249387878875279,2.2627958878694443,0.0,0.9999788042663147,1.9665015527527312e-05,3.883849012369048e-09,0.687680997709274,0.31231845167940486,29.183428762918652,0.0,0.0,0.989928938034794
327,4538601.181267386,49.592954828384734,5.979582093363287,33203.568416911774,29.517167997779136,1.4700746870962145,8.250352811064266,2.265757255123028,0.0,0.9999779691713929,2.0499154918206957e-05,3.900971643607092e-09,0.6876809817719545,0.3123184676184505,29.183428762918645,0.0,0.0,0.9895902030192328
328,4538614.660164313,49.5925405190001,5.97965237922706,33205.33130360753,29.516422280429985,1.470063715006315,8.251309581750633,2.2686933602022115,1.88755155011736e-23,0.9999764238186033,2.2042741408591008e-05,3.933120066401542e-09,0.6876809659064144,0.3123184834857098,29.18342876291859,0.0,0.0,0.9899367373163783
329,4538628.073795383,49.592107600570095,5.979703773220539,33225.92039310574,29.48159712153079,1.4695510070798044,8.252259095832422,2.271607211529647,0.0,0.9999747831230924,2.3681554403351517e-05,3.9691514868653e-09,0.6876809500095005,0.3123184993843456,29.183428762918584,0.0,0.0,0.9894840151623505
330,4538641.428586122,49.59169617297352,5.97977661801702,33227.672270058596,29.480960798353713,1.4695416332787254,8.253201326667783,2.2744986304199095,0.0,0.9999730438374411,2.5418837127839212e-05,4.009451483095636e-09,0.6876809340991547,0.3123185152964154,29.183428762918343,0.0,0.0,0.9897791898698229
331,4538654.7306309305,49.59128637034673,5.9798355870489015,33233.02536644471,29.473465021205513,1.4694311962886157,8.254139737186303,2.277386583114894,1.6108730476716206e-24,0.9999711997897683,2.726075396298687e-05,4.054500064304074e-09,0.687680917910453,0.31231853148686983,29.18342876291849,0.0,0.0,0.989995691767539
332,4538667.9845226435,49.59085763523844,5.979884594710538,33251.30423234952,29.44273086969362,1.4689780891788808,8.255067093136756,2.2802278446045223,0.0,0.9999694411277488,2.901737428386491e-05,4.100181729406021e-09,0.6876809011367923,0.31231854826234795,29.1834287629184,0.0,0.0,0.9894780364968654
333,4538681.196752084,49.59044967451679,5.979953107480431,33258.787517982426,29.431804465310382,1.468816889530912,8.255988358919113,2.2830505812028075,0.0,0.9999669106840652,3.154487684915106e-05,4.1693655123038805e-09,0.6876808843500024,0.3123185650509554,29.18342876291859,0.0,0.0,0.9897204679269482
334,4538694.3742238,49.59004278702708,5.980014429315412,33264.45367416956,29.423855920685984,1.4686995852965228,8.256905205237523,2.285863004040083,0.0,0.9999643296434071,3.412291066814912e-05,4.244547527465618e-09,0.6876808673473586,0.31231858205544183,29.183428762918464,0.0,0.0,0.9897967849107044
335,4538707.5208506305,49.58963685195055,5.980075756134678,33271.58271441809,29.413324739328033,1.468544117820032,8.257816478652183,2.2886587094640283,0.0,0.9999627456058616,3.5705092966171746e-05,4.293335218458671e-09,0.6876808499980158,0.3123185994066623,29.183428762918492,0.0,0.0,0.9897934562763604
336,4538720.640984576,49.58923173490826,5.980135023519267,33282.845342831606,29.395427377568456,1.4682797787407968,8.258725428585246,2.291455230689379,0.0,0.9999603875839234,3.806035218669026e-05,4.367701520766035e-09,0.6876808327025219,0.31231861670403094,29.18342876291851,0.0,0.0,0.9896462996894156
337,4538733.737957428,49.588827333022884,5.980193517559574,33293.56610340809,29.37847775043867,1.4680292890133977,8.259624898267464,2.294210533920731,0.0,0.9999579568627893,4.048821924768249e-05,4.4481426142744245e-09,0.6876808156650508,0.3123186337433464,29.183428762918478,0.0,0.0,0.989603606841932
338,4538746.816975925,49.588423485523215,5.980247752269312,33303.1960038194,29.363323526074858,1.4678052102135748,8.260519879723752,2.296952123214186,0.0,0.9999546453558719,4.3795835527636515e-05,4.564154539863408e-09,0.6876807988873204,0.3123186505228935,29.18342876291852,0.0,0.0,0.9895652075056726
339,4538759.883650345,49.58802001917793,5.980303708239036,33315.46908471477,29.343583512265067,1.4675131498811245,8.261411469569849,2.2996863656954227,0.0,0.9999512666938969,4.7170525063839044e-05,4.689810337927558e-09,0.6876807823561623,0.31231866705584316,29.183428762918613,0.0,0.0,0.9895154575954935
340,4538772.9409185285,49.58761684327376,5.980360461066966,33325.659190213555,29.32755744557847,1.4672758941404629,8.262298821540053,2.3024078582463594,0.0,0.9999490271402319,4.940743794745311e-05,4.7776327217478185e-09,0.6876807656209085,0.3123186837929081,29.183428762918666,0.0,0.0,0.989500805484679
341,4538785.992219002,49.58723216943924,5.98043314769669,33322.92977111198,29.33481671315313,1.4673833790457924,8.263184606690933,2.3051322346573717,0.0,0.9999458848526307,5.25460206563358e-05,4.9042048135143e-09,0.6876807485114561,0.3123187009042131,29.183428762918656,0.0,0.0,0.989921715757044
342,4538799.040105549,49.586847596226754,5.980496932171441,33327.174129472325,29.3294990805191,1.4673046457141297,8.264061827682129,2.307818594167651,0.0,0.9999426472020879,5.5779851801493194e-05,5.040859031284207e-09,0.6876807311511421,0.3123187182664084,29.18342876291851,0.0,0.0,0.9899102183261845
343,4538814.697569405,49.586439599009516,5.980613455051415,33350.345909986754,29.292686443969835,1.4667592028284333,8.265108940481566,2.3110258305602422,0.0,0.9999373985566028,6.102231390853202e-05,5.277553900074452e-09,0.6876807096111072,0.312318739808775,29.18342876291857,0.0,0.0,0.9897655791349843
344,4538833.486526032,49.58601899096919,5.9807304666097885,33373.12298739215,29.25665674178205,1.4662246963090249,8.266357919061047,2.3148549441319393,8.6381127480095e-25,0.9999321662991126,6.624841001789909e-05,5.530327849638767e-09,0.6876806839691044,0.3123187654535545,29.18342876291852,0.0,0.0,0.9899193626155071
345,4538851.160157245,49.58558378646629,5.980777713392478,33394.8488678417,29.220191164254558,1.4656830528477411,8.267524062371397,2.3184305123453353,0.0,0.9999264811813938,7.192684377068216e-05,5.821335878169865e-09,0.6876806600152696,0.31231878940998314,29.183428762918673,0.0,0.0,0.9897250112421899
346,4538868.768449389,49.585150190905914,5.980858178159874,33411.51652147232,29.193749233493538,1.4652898732290907,8.26867790835727,2.3219678922058895,0.0,0.9999201563527343,7.824425567561325e-05,6.165716408171013e-09,0.6876806360889779,0.31231881333886485,29.183428762918666,0.0,0.0,0.9897778285439319
347,4538886.11305367,49.58470173341107,5.980914868996516,33433.574467854676,29.157143493084845,1.464744974174144,8.26980767334768,2.325437253877087,0.0,0.9999134549193159,8.493785805291072e-05,6.554430774356645e-09,0.6876806118838806,0.31231883754658374,29.18342876291851,0.0,0.0,0.9894781469500364
348,4538903.267662533,49.58425818838747,5.980979141947918,33444.814709000406,29.139704502939168,1.4644851434053636,8.270912115198474,2.32881761408464,1.474162355153483e-24,0.9999068894576839,9.149567925157108e-05,6.96145462135304e-09,0.6876805880912572,0.31231886134178244,29.18342876291857,0.0,0.0,0.9895598151927072
349,4538920.244400498,49.58381924234665,5.98104857293193,33453.52691967102,29.126857105082266,1.4642936251852212,8.271997573711323,2.332142122371888,0.0,0.9998983331087388,0.00010004213002337464,7.525296441075385e-09,0.6876805648959446,0.3123188845396051,29.183428762918535,0.0,0.0,0.9896826156336176
350,4538937.067091999,49.58338427929043,5.981114556089836,33462.04504272753,29.114241489824785,1.4641054799644062,8.273064569572607,2.335411638375074,0.0,0.9998910818631651,0.00010728503451340024,8.03204502701364e-09,0.6876805420965043,0.31231890734151435,29.183428762918627,0.0,0.0,0.9897698287358927
351,4538953.752278638,49.582952871523524,5.981176961731341,33469.44077976222,29.10346709878189,1.4639447296105135,8.274113261353547,2.3386250872408776,0.0,0.999882831152967,0.0001155263136676815,8.64008361625978e-09,0.6876805192479095,0.31231893019258256,29.1834287629186,0.0,0.0,0.9898585178694912
352,4538970.317323022,49.58252457012295,5.981240998707066,33474.066096953225,29.097569992838647,1.4638567215368743,8.275146720897771,2.3417964548583794,0.0,0.9998738215855238,0.0001245256613255705,9.342281771109649e-09,0.6876804960617245,0.31231895338127674,29.18342876291864,0.0,0.0,0.9899828109303411
353,4538986.7772776475,49.58209898589533,5.981302140994861,33482.87904130387,29.084301861608807,1.4636586434725387,8.276160566408107,2.344899070786474,0.0,0.9998649180493592,0.00013341918875829745,1.0078895761773159e-08,0.6876804730137042,0.31231897643179196,29.1834287629185,0.0,0.0,0.9899328850038146
354,4539003.147990513,49.58165454523822,5.981351753055472,33504.61853550949,29.04823049809239,1.4631196820509542,8.277159468795118,2.347957723809246,0.0,0.9998539425971473,0.00014438242639418244,1.1039320842684199e-08,0.6876804498196535,0.3123189996283531,29.18342876291863,0.0,0.0,0.9895065322792379
355,4539019.444615528,49.58123222637859,5.981425916730956,33507.423637239706,29.045847055558692,1.4630840462001244,8.278145465861773,2.3509824070984493,1.1265108778813727e-24,0.9998440725919479,0.00015424156313400533,1.1951560852611065e-08,0.6876804268073006,0.3123190226431968,29.183428762918773,0.0,0.0,0.9898213320816845
356,4539035.678773386,49.580811526324005,5.9814839991006545,33511.41734773758,29.040866304367263,1.463009567454871,8.279113193291053,2.3539409933175475,0.0,0.9998332055038501,0.00016509681501429902,1.3008204872666057e-08,0.6876804037174037,0.3123190457355923,29.183428762918606,0.0,0.0,0.9899439630349584
357,4539051.864363922,49.58039208486723,5.981545405663641,33519.93525140662,29.02816089458655,1.46281952158318,8.280068767644003,2.356866307946669,4.704614529580071e-25,0.999820048031079,0.00017824015786357958,1.436591051671674e-08,0.687680380540928,0.3123190689145756,29.183428762918524,0.0,0.0,0.9896788007124306
358,4539068.014224168,49.57997356934297,5.981606068559581,33531.28232786911,29.01054384985903,1.4625558704358543,8.281010931662712,2.3597504517453105,0.0,0.9998084425433916,0.0001898333536860391,1.5628596952226006e-08,0.687680356903783,0.31231909255427853,29.183428762918577,0.0,0.0,0.9896981579130903
359,4539084.138824729,49.57955570841074,5.981662583237458,33542.661714836606,28.992749817085716,1.4622894079645659,8.281940037678151,2.362594528987679,5.822728557491625e-25,0.9997955414576196,0.00020272096382391031,1.7102464132441654e-08,0.6876803332513999,0.31231911620922226,29.18342876291875,0.0,0.0,0.9895354918820037
360,4539100.249528517,49.57915718491573,5.981729268538396,33541.64003577676,28.996742202359503,1.462349207450176,8.28285768564654,2.365406989160846,0.0,0.999781490888183,0.00021675708367045328,1.8791177893922623e-08,0.687680309673331,0.3123191397898418,29.1834287629185,0.0,0.0,0.9898146787173324
361,4539116.356483014,49.5787587541653,5.981787253659505,33544.29022842434,28.99409608172762,1.4623095737554863,8.283759156631236,2.368160944265131,0.0,0.9997690376383719,0.00022919793680832785,2.046613460224136e-08,0.6876802862633685,0.31231916320233777,29.18342876291866,0.0,0.0,0.9899030029617985
362,4539135.684828411,49.578348008282575,5.981899832371863,33557.56306115317,28.974920102497776,1.4620222470828406,8.284824850052038,2.3714209873645413,0.0,0.9997496798968392,0.0002485364779414413,2.3055155831954378e-08,0.6876802583549199,0.31231919111380446,29.18342876291859,0.0,0.0,0.9899606997249931
363,4539158.878842887,49.577912244241546,5.982015294575887,33585.66328881739,28.93030077337464,1.4613529488065686,8.2860761060377,2.3752474970117676,0.0,0.9997252362642028,0.0002729565566129495,2.658124356842902e-08,0.6876802254933018,0.31231922397897893,29.183428762918677,0.0,0.0,0.9897127578645628
364,4539180.740818458,49.577480969355044,5.982073819512505,33597.64871405005,28.91161158760246,1.4610723007365698,8.28722947322258,2.378773307639963,0.0,0.9997009403363003,0.00029722973787201786,3.0336166237100365e-08,0.6876801940172838,0.31231925545840145,29.183428762918606,0.0,0.0,0.9897381680377304
365,4539202.578091529,49.577028642400094,5.982136005839944,33619.32292377313,28.876412583548625,1.4605432383455696,8.288355386789139,2.3822149436992057,0.0,0.9996744212192594,0.00032372475898281524,3.471795705621702e-08,0.6876801615190482,0.312319287960153,29.183428762918677,0.0,0.0,0.9895455687472465
366,4539224.157045675,49.576581666141315,5.9822035054364076,33630.08431062223,28.860177737389424,1.4602990013981463,8.289441228129595,2.385533060959648,0.0,0.9996463778978064,0.00035174340047237484,3.967230476128961e-08,0.6876801293942353,0.3123193200884415,29.18342876291867,0.0,0.0,0.9895748172915535
367,4539245.582481305,49.576137869792525,5.982266038379846,33638.925140996005,28.847086661773208,1.4601019592385838,8.290492987674483,2.3887472200057736,0.0,0.9996169901729476,0.000381106148421993,4.5237015932297704e-08,0.6876800977844822,0.312319351701614,29.18342876291845,0.0,0.0,0.9897147500481426
368,4539266.877877458,49.57569676702001,5.982331275764191,33644.83858699794,28.83911312198136,1.4599819005636192,8.291509614317878,2.3918503324953466,0.0,0.9995897272314319,0.00040834725730382347,5.100264423188074e-08,0.687680066725196,0.31231938276425986,29.183428762918645,0.0,0.0,0.9897599756794806
369,4539288.082623496,49.57525754193115,5.982396343329229,33648.253200394036,28.835420284413615,1.4599262857580644,8.292494845636043,2.394858496658159,0.0,0.9995566030715909,0.00044144487966137123,5.8028310083521354e-08,0.6876800356786156,0.3123194138141972,29.183428762918645,0.0,0.0,0.9897049452924571
370,4539309.229807046,49.57481950916443,5.982466421802484,33657.4640466022,28.821965280069843,1.4597235906760953,8.293448928317053,2.3977701227228136,7.098815651135651e-26,0.9995226624163299,0.0004753593697040358,6.573505800007913e-08,0.6876800047626284,0.3123194447335287,29.18342876291869,0.0,0.0,0.9896528865993705
371,4539330.351142488,49.574382011803216,5.982526483664524,33666.91905028892,28.807770808719297,1.4595096531804859,8.294373385813467,2.4005911084159224,0.0,0.9994882884921648,0.0005097079706606714,7.416538187350448e-08,0.6876799730694477,0.31231947643013613,29.183428762918584,0.0,0.0,0.9894938435127993
372,4539355.6967450185,49.57395724163798,5.982647127639749,33666.89529031135,28.811813052514502,1.4595705881633512,8.295440344898989,2.403844157892036,0.0,0.9994455432103753,0.0005524230829478591,8.547243431021859e-08,0.6876799354457596,0.3123195140578925,29.18342876291851,0.0,0.0,0.9899925544979761
373,4539386.111468054,49.57350659910813,5.982759463505499,33681.96661166947,28.789757753226276,1.4592380105925762,8.296660283411349,2.407561445946775,0.0,0.9993853290412983,0.0006125954684029101,1.0217601799560723e-07,0.6876798901578335,0.31231955935071604,29.183428762918517,0.0,0.0,0.9899864179354054
374,4539414.84555207,49.57305957086089,5.982822700523068,33692.185920350945,28.774390557129724,1.459006134022819,8.297756516700243,2.4108973141632988,0.0,0.9993256311580611,0.0006722537163028735,1.201991054320553e-07,0.6876798475294835,0.3123196019836742,29.183428762918656,0.0,0.0,0.9899450367467719
375,4539443.645592785,49.57258911377932,5.982885456876019,33710.046475652234,28.745984478711957,1.4585771867461523,8.298800857329299,2.414075138257629,0.0,0.9992634215914349,0.0007344235718275403,1.4060473494225842e-07,0.68767980498635,0.3123196445314077,29.183428762918464,0.0,0.0,0.9894821411034105
376,4539472.232084336,49.57214337093547,5.982956158679571,33708.09286590532,28.75165686525993,1.4586628767371648,8.299782905962498,2.417061457952221,0.0,0.999197987727572,0.0007998167284489913,1.636673010637019e-07,0.6876797628322256,0.3123196866900885,29.183428762918595,0.0,0.0,0.9898938664956518
377,4539500.77005818,49.57167613530158,5.983013734146842,33720.78730747863,28.731917855860402,1.4583646161213635,8.300709434034708,2.4198766394678155,0.0,0.9991294242014734,0.0008683384371653958,1.8961860369924244e-07,0.6876797201259632,0.3123197294009682,29.183428762918616,0.0,0.0,0.9894700480564635
378,4539535.015626795,49.57122249197703,5.983128747455154,33721.79774775914,28.73400056575862,1.4583960959773004,8.301745400298923,2.423021239705454,0.0,0.9990423851432365,0.0009553250268306387,2.25408113338469e-07,0.6876796689403755,0.31231978059208837,29.183428762918687,0.0,0.0,0.9896986222053887
379,4539576.110309131,49.570768436249466,5.983233288462466,33723.88898900123,28.733895171930488,1.4583945030197927,8.302882712969227,2.426469093254433,1.589208235470312e-23,0.9989336856918813,0.0010639588396470898,2.7495519169417086e-07,0.6876796075495203,0.31231984198957874,29.183428762918595,0.0,0.0,0.9898698542702893
380,4539615.092925535,49.57031618079428,5.983295142558469,33722.239335574304,28.73875297514825,1.4584679194084464,8.30386962182695,2.4294576898466915,0.0,0.9988231821668327,0.0011743939556159218,3.294181095205459e-07,0.6876795493170874,0.31231990022830275,29.18342876291863,0.0,0.0,0.9898919188042523
381,4539654.369785348,49.569860511684496,5.9833647611377385,33721.81255269555,28.741784014928616,1.4585137214806327,8.304773965066975,2.432192395870644,0.0,0.9987102005996145,0.0012873026297309691,3.9064688815623857e-07,0.6876794913172927,0.3123199582343655,29.183428762918552,0.0,0.0,0.9898272944591094
382,4539660.261314319,49.56952275526717,5.982847934125562,33663.31702434244,28.824601625168714,1.459763313774663,8.304907363387617,2.4325963688002354,0.0,0.9986939285108114,0.0013035631333866452,3.9972603359069293e-07,0.687679482245655,0.31231996730698236,29.183428762918503,0.0,0.0,0.9895787434453686
383,4539666.152843292,49.569215703978706,5.982898278435667,33627.441408374936,28.887812112799637,1.4607146507635604,8.30503868932295,2.4329935450588946,1.3530238568014968e-24,0.9986782869274251,0.0013191913451884355,4.0873315952629636e-07,0.687679473354124,0.31231997619947477,29.183428762918517,0.0,0.0,0.9897662851520448
384,4539673.222678059,49.56893113594985,5.9830237587006625,33603.35653267807,28.93341661353774,1.4613997205057179,8.305193583984984,2.4334617713984583,0.0,0.9986573644847075,0.0013400983652649401,4.2040480824547936e-07,0.6876794628637013,0.3123199866910316,29.183428762918478,0.0,0.0,0.9899082353198206
385,4539681.7064797785,49.56865484626367,5.983128257457372,33592.91679853874,28.954886106272927,1.461721860980169,8.305375521918052,2.434012336910359,5.373315767375513e-25,0.998632191255196,0.001365252752215386,4.3471461206812173e-07,0.6876794503127058,0.31231999924338266,29.183428762918464,0.0,0.0,0.9896715471641607
386,4539686.79676081,49.56842773614163,5.982998238709007,33555.95311415636,29.014368489945692,1.4626131223995482,8.30548199416502,2.434332122585402,0.0,0.9986178495835405,0.0013795827924732045,4.431354410008726e-07,0.6876794426249796,0.31232000693193923,29.183428762918656,0.0,0.0,0.9898898126260999
387,4539691.887041842,49.56821094920695,5.983028420440882,33536.10199036852,29.0497371804241,1.463142207583221,8.30559100497713,2.4346670094926295,1.3420937456267274e-23,0.9986013158610652,0.001396105439820159,4.523988160377327e-07,0.6876794350975698,0.3123200144601632,29.183428762918425,0.0,0.0,0.9897559417305217
388,4539697.99537908,49.56800046880128,5.983124692519708,33526.93982651726,29.068838372396065,1.4634276771595478,8.30571765015812,2.4350538156583217,0.0,0.9985813052877058,0.001416102578690653,4.63749626449974e-07,0.6876794260852737,0.3123200234734323,29.18342876291864,0.0,0.0,0.9896844581911083
389,4539699.827880251,49.56785321222624,5.982651688150751,33462.88659303665,29.164343300584815,1.4648522017794672,8.305754316112498,2.4351627970587493,4.282996309723037e-21,0.9985770342989043,0.0014203690749603213,4.665701466592104e-07,0.6876794232205244,0.3123200263384912,29.183428762918577,0.0,0.0,0.9897826975524912
390,4539701.660381422,49.567712649131884,5.9826805950691195,33433.764857137874,29.21614363644826,1.4656228909980826,8.305792053316415,2.435278287733346,0.0,0.9985704981697758,0.001426900774965462,4.7030568091522443e-07,0.6876794203640335,0.3123200291952908,29.183428762918457,0.0,0.0,0.9896506419212093
391,4539703.859382828,49.56758237850873,5.982839423130036,33410.42686117067,29.262324614424383,1.466308823741299,8.305836553985763,2.4354133707764527,6.935606965650996e-26,0.9985627520747066,0.0014346416304502477,4.7475050912477254e-07,0.6876794170502268,0.312320032509455,29.183428762918478,0.0,0.0,0.9899393591022998
392,4539706.498184515,49.567451989457744,5.982947471231216,33401.54961137563,29.28152323535617,1.4665936651289408,8.305886634598027,2.4355614535302847,0.0,0.9985769083415709,0.001420467914923137,4.718948402364941e-07,0.687679413120034,0.3123200364400727,29.183428762918666,0.0,0.0,0.989929973808599
393,4539709.66474654,49.567321481871254,5.983044528420278,33399.55960493113,29.288285157842083,1.4666939442903828,8.305948539861133,2.4357461656207002,0.0,0.9985654824646184,0.0014318854510320406,4.78459296360598e-07,0.6876794084873004,0.3123200410733073,29.18342876291849,0.0,0.0,0.9898288698986185
394,4539713.464620969,49.5671947708691,5.983139315191575,33395.01555264847,29.29945339679399,1.4668595183414657,8.306023261032594,2.4359710356584343,0.0,0.9985531278027132,0.001444231203272235,4.855864524936451e-07,0.6876794030032897,0.3123200465579092,29.183428762918616,0.0,0.0,0.9899270984902215
395,4539718.024470284,49.567067944675124,5.983216483518192,33393.02891712495,29.30554318335129,1.466949775516166,8.306111565236222,2.4362368199208793,9.895555132084246e-29,0.998538451808826,0.0014588966174370896,4.941262851266015e-07,0.6876793964798948,0.31232005308201016,29.183428762918563,0.0,0.0,0.9899388740126611
396,4539723.496289463,49.5669410031846,5.98328556874512,33392.08972558766,29.309522819620327,1.4670087478654998,8.306216206809367,2.436552039795859,0.0,0.9985199262787573,0.0014774087896887668,5.050184621296699e-07,0.6876793887066156,0.31232006085612857,29.183428762918563,0.0,0.0,0.98991470302941
397,4539730.062472476,49.56681394629273,5.983348339704297,33392.84558714011,29.310314080644183,1.467020472234403,8.30633957649943,2.4369236843753503,0.0,0.9984983426740234,0.0014989767849571676,5.178864947923054e-07,0.6876793794336035,0.31232007013014224,29.183428762918606,0.0,0.0,0.9899002313456327
398,4539737.941892092,49.5666867738946,5.983406975347068,33393.043318443044,29.311945657692362,1.4670446468367526,8.306484538173965,2.437360306358916,0.0,0.9984715073043641,0.001525792730524853,5.341250857959513e-07,0.6876793683590278,0.3123200812059136,29.183428762918656,0.0,0.0,0.9898570700907955
399,4539747.397195631,49.56655948588519,5.983461430663989,33392.95550634841,29.313937569161443,1.467074158585222,8.306653967248327,2.437870467828777,0.0,0.9984399114585538,0.001557365599310984,5.536196490097021e-07,0.6876793551215745,0.312320094444797,29.183428762918737,0.0,0.0,0.9898205709694488
400,4539758.743559878,49.56643208215942,5.98351218989421,33394.33265330883,29.31323284530307,1.4670637177714898,8.306851110513282,2.4384638427017298,0.0,0.9984006836843904,0.0015965647050081742,5.783420203511566e-07,0.6876793393635425,0.3123201102045324,29.18342876291859,0.0,0.0,0.989814802970751
401,4539772.359196975,49.566304562612075,5.9835604602162205,33391.94009632114,29.3190629357294,1.467150085739033,8.307078778400374,2.439148498362401,5.3223191840103164e-27,0.9983529703172036,0.0016442428969814396,6.09220514829981e-07,0.6876793206460604,0.31232012892403566,29.183428762918545,0.0,0.0,0.9898820341562162
402,4539788.6979614915,49.56617692713787,5.983607317421779,33388.59701730227,29.326516468242332,1.467260478648145,8.30733958240368,2.4399320250562173,0.0,0.9982949004204237,0.0017022694264360815,6.480042302318698e-07,0.6876792984288074,0.31232015114368866,29.183428762918705,0.0,0.0,0.9899729543238404
403,4539808.304478911,49.566045346567186,5.983650821727156,33391.92348523539,29.32214240386205,1.4671956985810846,8.307635626080708,2.4408202420944103,0.0,0.9982245274141722,0.0017725888565358844,6.968042709515344e-07,0.6876792720349101,0.3123201775404367,29.1834287629186,0.0,0.0,0.9899422715009677
404,4539831.832299815,49.56590969896069,5.983693895495619,33395.073435071405,29.318064975340505,1.467135302999648,8.307967542007432,2.441814614101936,0.0,0.9981384627988534,0.0018585862779779974,7.591303896641648e-07,0.6876792406741797,0.31232020890455486,29.183428762918613,0.0,0.0,0.989902841308957
